Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati
Sutera,085020,Caltanissetta,2020-12-31,2021-06-29,50-59,214,177
Sutera,085020,Caltanissetta,2020-12-31,2021-06-29,60-69,172,168
Sutera,085020,Caltanissetta,2020-12-31,2021-06-29,70-79,158,124
Sutera,085020,Caltanissetta,2020-12-31,2021-06-29,>80,146,127
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,12-19,32,14
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,20-29,50,39
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,30-39,67,40
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,40-49,43,35
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,50-59,99,72
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,60-69,77,72
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,70-79,55,42
Bompensiere,085002,Caltanissetta,2020-12-31,2021-06-29,>80,56,53
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,12-19,201,47
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,20-29,322,186
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,30-39,304,208
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,40-49,313,216
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,50-59,447,350
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,60-69,462,410
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,70-79,295,259
Milena,085010,Caltanissetta,2020-12-31,2021-06-29,>80,269,236
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,12-19,118,50
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,20-29,202,147
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,30-39,169,92
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,40-49,227,159
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,50-59,304,227
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,60-69,252,204
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,70-79,193,164
Resuttano,085014,Caltanissetta,2020-12-31,2021-06-29,>80,217,167
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,12-19,749,188
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,20-29,1134,596
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,30-39,1175,666
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,40-49,1358,892
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,50-59,1632,1186
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,60-69,1398,1179
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,70-79,926,769
Mussomeli,085012,Caltanissetta,2020-12-31,2021-06-29,>80,803,712
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,12-19,364,120
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,20-29,527,288
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,30-39,512,269
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,40-49,616,378
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,50-59,791,562
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,60-69,611,481
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,70-79,565,460
Santa Caterina Villarmosa,085017,Caltanissetta,2020-12-31,2021-06-29,>80,504,422
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,12-19,1762,476
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,20-29,2460,1217
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,30-39,2372,1317
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,40-49,2959,1856
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,50-59,3266,2376
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,60-69,2527,2026
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,70-79,1867,1582
San Cataldo,085016,Caltanissetta,2020-12-31,2021-06-29,>80,1442,1251
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,12-19,112,39
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,20-29,140,62
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,30-39,164,81
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,40-49,171,102
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,50-59,242,155
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,60-69,193,141
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,70-79,176,149
Villalba,085022,Caltanissetta,2020-12-31,2021-06-29,>80,159,130
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,12-19,465,119
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,20-29,663,327
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,30-39,628,320
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,40-49,727,417
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,50-59,931,679
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,60-69,737,579
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,70-79,596,467
Serradifalco,085018,Caltanissetta,2020-12-31,2021-06-29,>80,468,392
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,12-19,538,194
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,20-29,737,353
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,30-39,747,388
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,40-49,831,492
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,50-59,936,600
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,60-69,979,767
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,70-79,692,551
Sommatino,085019,Caltanissetta,2020-12-31,2021-06-29,>80,483,367
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,12-19,4940,1394
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,20-29,6876,3255
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,30-39,6907,3106
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,40-49,8107,4833
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,50-59,9258,6554
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,60-69,7821,6072
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,70-79,5649,4639
Caltanissetta,085004,Caltanissetta,2020-12-31,2021-06-29,>80,4103,3468
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,12-19,122,33
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,20-29,172,78
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,30-39,174,74
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,40-49,171,104
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,50-59,217,137
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,60-69,189,153
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,70-79,155,132
Montedoro,085011,Caltanissetta,2020-12-31,2021-06-29,>80,126,106
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,12-19,166,37
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,20-29,312,129
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,30-39,293,130
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,40-49,314,170
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,50-59,476,313
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,60-69,395,276
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,70-79,366,280
Campofranco,085005,Caltanissetta,2020-12-31,2021-06-29,>80,275,209
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,12-19,286,45
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,20-29,376,156
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,30-39,316,104
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,40-49,430,195
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,50-59,460,269
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,60-69,398,295
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,70-79,354,286
Vallelunga Pratameno,085021,Caltanissetta,2020-12-31,2021-06-29,>80,308,263
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,12-19,335,77
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,20-29,508,206
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,30-39,462,197
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,40-49,534,235
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,50-59,621,426
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,60-69,483,358
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,70-79,343,264
Delia,085006,Caltanissetta,2020-12-31,2021-06-29,>80,288,205
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,12-19,1007,230
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,20-29,1392,563
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,30-39,1227,481
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,40-49,1387,665
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,50-59,1632,987
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,60-69,1291,892
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,70-79,962,711
Riesi,085015,Caltanissetta,2020-12-31,2021-06-29,>80,737,512
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,12-19,6826,1771
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,20-29,9064,3714
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,30-39,8737,3272
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,40-49,10073,4870
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,50-59,10472,6287
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,60-69,8497,5689
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,70-79,6513,4766
Gela,085007,Caltanissetta,2020-12-31,2021-06-29,>80,3606,2672
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,12-19,309,67
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,20-29,479,206
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,30-39,504,206
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,40-49,594,272
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,50-59,684,407
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,60-69,537,346
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,70-79,448,308
Butera,085003,Caltanissetta,2020-12-31,2021-06-29,>80,350,199
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,12-19,134,37
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,20-29,177,68
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,30-39,173,63
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,40-49,205,101
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,50-59,288,147
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,60-69,230,134
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,70-79,174,106
Marianopoli,085008,Caltanissetta,2020-12-31,2021-06-29,>80,165,116
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,12-19,2533,433
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,20-29,3323,1092
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,30-39,3003,917
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,40-49,3480,1362
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,50-59,3702,1914
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,60-69,2935,1814
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,70-79,2255,1620
Niscemi,085013,Caltanissetta,2020-12-31,2021-06-29,>80,1532,1130
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,12-19,931,113
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,20-29,1453,440
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,30-39,1267,345
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,40-49,1487,480
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,50-59,1833,906
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,60-69,1365,787
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,70-79,1024,609
Mazzarino,085009,Caltanissetta,2020-12-31,2021-06-29,>80,818,496
Maletto,087022,Catania,2020-12-28,2021-06-29,12-19,329,128
Maletto,087022,Catania,2020-12-28,2021-06-29,20-29,424,255
Maletto,087022,Catania,2020-12-28,2021-06-29,30-39,410,216
Maletto,087022,Catania,2020-12-28,2021-06-29,40-49,488,305
Maletto,087022,Catania,2020-12-28,2021-06-29,50-59,520,399
Maletto,087022,Catania,2020-12-28,2021-06-29,60-69,491,415
Maletto,087022,Catania,2020-12-28,2021-06-29,70-79,372,364
Maletto,087022,Catania,2020-12-28,2021-06-29,>80,257,247
Milo,087026,Catania,2020-12-28,2021-06-29,12-19,67,26
Milo,087026,Catania,2020-12-28,2021-06-29,20-29,100,52
Milo,087026,Catania,2020-12-28,2021-06-29,30-39,123,75
Milo,087026,Catania,2020-12-28,2021-06-29,40-49,139,85
Milo,087026,Catania,2020-12-28,2021-06-29,50-59,171,125
Milo,087026,Catania,2020-12-28,2021-06-29,60-69,144,117
Milo,087026,Catania,2020-12-28,2021-06-29,70-79,106,82
Milo,087026,Catania,2020-12-28,2021-06-29,>80,85,74
Vizzini,087054,Catania,2020-12-28,2021-06-29,12-19,439,81
Vizzini,087054,Catania,2020-12-28,2021-06-29,20-29,636,319
Vizzini,087054,Catania,2020-12-28,2021-06-29,30-39,727,325
Vizzini,087054,Catania,2020-12-28,2021-06-29,40-49,737,428
Vizzini,087054,Catania,2020-12-28,2021-06-29,50-59,880,643
Vizzini,087054,Catania,2020-12-28,2021-06-29,60-69,805,661
Vizzini,087054,Catania,2020-12-28,2021-06-29,70-79,606,539
Vizzini,087054,Catania,2020-12-28,2021-06-29,>80,427,379
Scordia,087049,Catania,2020-12-28,2021-06-29,12-19,1343,440
Scordia,087049,Catania,2020-12-28,2021-06-29,20-29,1955,1016
Scordia,087049,Catania,2020-12-28,2021-06-29,30-39,1993,991
Scordia,087049,Catania,2020-12-28,2021-06-29,40-49,2273,1418
Scordia,087049,Catania,2020-12-28,2021-06-29,50-59,2452,1664
Scordia,087049,Catania,2020-12-28,2021-06-29,60-69,2060,1620
Scordia,087049,Catania,2020-12-28,2021-06-29,70-79,1540,1262
Scordia,087049,Catania,2020-12-28,2021-06-29,>80,967,807
Caltagirone,087011,Catania,2020-12-28,2021-06-29,12-19,3060,845
Caltagirone,087011,Catania,2020-12-28,2021-06-29,20-29,4295,2015
Caltagirone,087011,Catania,2020-12-28,2021-06-29,30-39,4190,2021
Caltagirone,087011,Catania,2020-12-28,2021-06-29,40-49,4828,2753
Caltagirone,087011,Catania,2020-12-28,2021-06-29,50-59,5425,3637
Caltagirone,087011,Catania,2020-12-28,2021-06-29,60-69,4634,3566
Caltagirone,087011,Catania,2020-12-28,2021-06-29,70-79,3382,2709
Caltagirone,087011,Catania,2020-12-28,2021-06-29,>80,2442,2064
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,12-19,957,221
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,20-29,1164,540
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,30-39,1148,511
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,40-49,1794,1066
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,50-59,1854,1218
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,60-69,1411,1064
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,70-79,1175,896
San Gregorio di Catania,087042,Catania,2020-12-28,2021-06-29,>80,676,573
Bronte,087009,Catania,2020-12-28,2021-06-29,12-19,1723,469
Bronte,087009,Catania,2020-12-28,2021-06-29,20-29,2333,1206
Bronte,087009,Catania,2020-12-28,2021-06-29,30-39,2262,1076
Bronte,087009,Catania,2020-12-28,2021-06-29,40-49,2380,1372
Bronte,087009,Catania,2020-12-28,2021-06-29,50-59,2733,1744
Bronte,087009,Catania,2020-12-28,2021-06-29,60-69,2221,1652
Bronte,087009,Catania,2020-12-28,2021-06-29,70-79,1520,1201
Bronte,087009,Catania,2020-12-28,2021-06-29,>80,1349,1153
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,12-19,736,203
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,20-29,961,513
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,30-39,1020,495
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,40-49,1317,738
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,50-59,1415,904
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,60-69,1241,854
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,70-79,1080,755
Sant'Agata li Battiati,087045,Catania,2020-12-28,2021-06-29,>80,648,495
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,12-19,254,81
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,20-29,351,185
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,30-39,356,167
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,40-49,426,237
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,50-59,411,262
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,60-69,379,275
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,70-79,256,212
Licodia Eubea,087020,Catania,2020-12-28,2021-06-29,>80,251,143
Catania,087015,Catania,2020-12-28,2021-06-29,12-19,23815,4987
Catania,087015,Catania,2020-12-28,2021-06-29,20-29,33698,14961
Catania,087015,Catania,2020-12-28,2021-06-29,30-39,35356,15507
Catania,087015,Catania,2020-12-28,2021-06-29,40-49,41253,22462
Catania,087015,Catania,2020-12-28,2021-06-29,50-59,43678,28681
Catania,087015,Catania,2020-12-28,2021-06-29,60-69,36934,27048
Catania,087015,Catania,2020-12-28,2021-06-29,70-79,27973,21880
Catania,087015,Catania,2020-12-28,2021-06-29,>80,19807,16881
Biancavilla,087008,Catania,2020-12-28,2021-06-29,12-19,2191,482
Biancavilla,087008,Catania,2020-12-28,2021-06-29,20-29,2889,1392
Biancavilla,087008,Catania,2020-12-28,2021-06-29,30-39,3009,1413
Biancavilla,087008,Catania,2020-12-28,2021-06-29,40-49,3106,1757
Biancavilla,087008,Catania,2020-12-28,2021-06-29,50-59,3072,2007
Biancavilla,087008,Catania,2020-12-28,2021-06-29,60-69,2660,1954
Biancavilla,087008,Catania,2020-12-28,2021-06-29,70-79,1758,1513
Biancavilla,087008,Catania,2020-12-28,2021-06-29,>80,1309,1059
Aci Castello,087002,Catania,2020-12-28,2021-06-29,12-19,1307,279
Aci Castello,087002,Catania,2020-12-28,2021-06-29,20-29,1634,710
Aci Castello,087002,Catania,2020-12-28,2021-06-29,30-39,2076,947
Aci Castello,087002,Catania,2020-12-28,2021-06-29,40-49,2541,1373
Aci Castello,087002,Catania,2020-12-28,2021-06-29,50-59,2865,1715
Aci Castello,087002,Catania,2020-12-28,2021-06-29,60-69,2509,1795
Aci Castello,087002,Catania,2020-12-28,2021-06-29,70-79,1867,1412
Aci Castello,087002,Catania,2020-12-28,2021-06-29,>80,1105,896
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,12-19,293,44
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,20-29,458,141
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,30-39,455,161
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,40-49,525,233
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,50-59,621,334
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,60-69,560,456
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,70-79,528,449
Mirabella Imbaccari,087028,Catania,2020-12-28,2021-06-29,>80,464,404
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,12-19,504,144
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,20-29,757,392
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,30-39,766,362
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,40-49,958,491
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,50-59,1082,654
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,60-69,928,607
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,70-79,769,491
Militello in Val di Catania,087025,Catania,2020-12-28,2021-06-29,>80,526,427
Mineo,087027,Catania,2020-12-28,2021-06-29,12-19,366,114
Mineo,087027,Catania,2020-12-28,2021-06-29,20-29,588,215
Mineo,087027,Catania,2020-12-28,2021-06-29,30-39,530,190
Mineo,087027,Catania,2020-12-28,2021-06-29,40-49,613,295
Mineo,087027,Catania,2020-12-28,2021-06-29,50-59,664,433
Mineo,087027,Catania,2020-12-28,2021-06-29,60-69,561,403
Mineo,087027,Catania,2020-12-28,2021-06-29,70-79,506,412
Mineo,087027,Catania,2020-12-28,2021-06-29,>80,383,324
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,12-19,420,100
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,20-29,598,276
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,30-39,607,224
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,40-49,684,307
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,50-59,858,570
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,60-69,623,443
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,70-79,454,365
Linguaglossa,087021,Catania,2020-12-28,2021-06-29,>80,385,313
Giarre,087017,Catania,2020-12-28,2021-06-29,12-19,2007,404
Giarre,087017,Catania,2020-12-28,2021-06-29,20-29,2870,1246
Giarre,087017,Catania,2020-12-28,2021-06-29,30-39,3271,1271
Giarre,087017,Catania,2020-12-28,2021-06-29,40-49,3856,1859
Giarre,087017,Catania,2020-12-28,2021-06-29,50-59,3984,2370
Giarre,087017,Catania,2020-12-28,2021-06-29,60-69,3516,2458
Giarre,087017,Catania,2020-12-28,2021-06-29,70-79,2651,1967
Giarre,087017,Catania,2020-12-28,2021-06-29,>80,1859,1449
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,12-19,1919,412
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,20-29,2487,1018
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,30-39,2793,1171
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,40-49,3422,1743
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,50-59,3402,2029
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,60-69,2953,1989
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,70-79,2098,1657
San Giovanni la Punta,087041,Catania,2020-12-28,2021-06-29,>80,1215,939
Tremestieri Etneo,087051,Catania,2020-12-28,2021-06-29,12-19,1648,350
Tremestieri Etneo,087051,Catania,2020-12-28,2021-06-29,20-29,2290,1040
