dt,winning_bid_max,winning_bid_min,winning_bid_mean,auction_trading_volume,auction_lots_count,all_auctions_lots_count,auction_name,auction_slug
2023-04-01,87750.0,5.0,395.21,750506.01,1899,35122,The Grand Whisky Auction,thegrandwhiskyauction
2023-04-01,4000.0,18.0,233.17,328997.0,1411,35122,The Whisky Shop Auctions,the-whisky-shop-auctions
2023-04-01,32135.3,4.0,303.64,1335414.9,4398,35122,Unicorn Auctions,unicorn-auctions
2023-04-01,4022.8,8.9,273.9,118599.4,433,35122,Whiskey Bidders,whiskey-bidders
2023-04-01,5600.0,2.0,103.16,391716.0,3797,35122,Whisky.Auction,whiskyauction
2023-04-01,9414.6,0.9,179.79,916196.4,5096,35122,WhiskyAuction.com,whiskyauctioncom
2023-04-01,60000.0,15.0,453.19,3586528.0,7914,7914,Whisky Auctioneer,whiskyauctioneer
2023-04-01,8050.0,5.0,308.24,161517.01,524,35122,Whisky Bull Auctions,whisky-bull-auctions
2023-04-01,40500.0,20.0,394.79,1092390.0,2767,35122,Whisky Hammer,whisky-hammer
2023-04-01,25000.0,5.0,245.54,209202.5,852,35122,Whisky-Online Auctions,whisky-online-auctions
2023-04-01,1877.3,24.1,195.92,14498.0,74,35122,WhiskyTrades Auction,whisky-trades-auction
2023-04-01,19200.0,2.5,300.34,267300.0,890,35122,WVA Whisky Auctions,wva-whisky-auctions
2023-03-01,6580.1,10.4,237.31,190556.2,803,52402,Australian Whisky Auctions,australian-whisky-auctions
2023-03-01,7470.1,5.4,194.26,1244804.2,6408,52402,Catawiki Whisky Auction,catawiki
2023-03-01,1939.7,6.2,241.98,33635.6,139,52402,Celtic Whiskey Auction,celtic-whiskey-auction
2023-03-01,2766.9,15.1,286.32,35504.2,124,52402,European Whisky Auctions,european-whisky-auctions
2023-03-01,6000.0,1.0,150.28,107150.49,713,52402,Highland Whisky Auctions,highland-whisky-auctions
2023-03-01,37975.1,4.4,249.29,350249.6,1405,52402,Irish Whiskey Auctions,irish-whiskey-auctions
2023-03-01,8900.0,2.5,172.68,232602.83,1347,52402,Just Whisky Auctions,just-whisky
2023-03-01,3200.0,10.0,164.29,78695.0,479,52402,McTear's Whisky Auction,mctears
2023-03-01,9000.0,1.0,142.12,59832.5,421,52402,Prestige Whisky Auction,prestige-whisky-auction
2023-03-01,8100.0,15.0,293.94,174603.0,594,52402,Rum Auctioneer,rumauctioneer
2023-03-01,6319.6,14.9,349.51,105552.3,302,52402,RumTrades Auction,rum-trades-auction
2023-03-01,68000.0,20.0,280.17,4207800.0,15019,52402,Scotch Whisky Auctions,scotchwhiskyauctions
2023-03-01,280872.0,81.2,2519.38,1750970.9,695,52402,Sotheby's Whisky Auction,sothebys-whisky-auction
2023-03-01,18100.0,10.0,327.15,237510.0,726,52402,Speyside Whisky Auctions,speyside-whisky-auctions
2023-03-01,36000.0,7.0,364.46,930464.68,2553,52402,The Grand Whisky Auction,thegrandwhiskyauction
2023-03-01,3800.0,16.0,227.1,472135.0,2079,52402,The Whisky Shop Auctions,the-whisky-shop-auctions
2023-03-01,10964.3,4.1,273.9,1505357.6,5496,52402,Unicorn Auctions,unicorn-auctions
2023-03-01,10457.5,30.8,595.27,199416.3,335,52402,Waddington's Whisky Auction,waddingtons-whisky-auction
2023-03-01,36425.6,12.3,359.56,121171.9,337,52402,Whiskey Bidders,whiskey-bidders
2023-03-01,20500.0,7.0,252.77,391039.0,1547,52402,Whisky.Auction,whiskyauction
2023-03-01,14942.9,0.9,188.6,1254197.4,6650,52402,WhiskyAuction.com,whiskyauctioncom
2023-03-01,249.7,7.1,71.17,10319.7,145,52402,Whisky Auktion Berlin,whisky-auktion-berlin
2023-03-01,8850.0,5.0,431.23,112982.5,262,52402,Whisky Bull Auctions,whisky-bull-auctions
2023-03-01,90000.0,20.0,502.98,1477265.0,2937,52402,Whisky Hammer,whisky-hammer
2023-03-01,46600.0,5.0,319.62,261131.5,817,52402,Whisky-Online Auctions,whisky-online-auctions
2023-03-01,1404.4,13.2,128.14,8841.9,69,52402,WhiskyTrades Auction,whisky-trades-auction
2023-03-01,10000.0,2.5,258.78,236265.0,913,913,WVA Whisky Auctions,wva-whisky-auctions
2023-02-01,11625.9,11.3,232.06,210714.6,908,42269,Australian Whisky Auctions,australian-whisky-auctions
2023-02-01,42311.0,1.8,222.78,1278102.1,5737,42269,Catawiki Whisky Auction,catawiki
2023-02-01,2112.6,24.0,276.83,25744.9,93,42269,Celtic Whiskey Auction,celtic-whiskey-auction
2023-02-01,4137.4,15.0,280.45,32813.2,117,42269,European Whisky Auctions,european-whisky-auctions
2023-02-01,4050.0,0.0,119.16,86628.83,727,42269,Highland Whisky Auctions,highland-whisky-auctions
2023-02-01,37803.6,4.4,239.09,277818.2,1162,42269,Irish Whiskey Auctions,irish-whiskey-auctions
2023-02-01,4500.0,2.5,205.37,203929.21,993,42269,Just Whisky Auctions,just-whisky
2023-02-01,2800.0,1.0,99.88,29765.5,298,42269,Prestige Whisky Auction,prestige-whisky-auction
2023-02-01,20001.0,15.0,213.17,180985.0,849,42269,Rum Auctioneer,rumauctioneer
2023-02-01,4137.0,28.2,406.32,46320.7,114,42269,RumTrades Auction,rum-trades-auction
2023-02-01,20000.0,20.0,292.04,1835185.0,6284,42269,Scotch Whisky Auctions,scotchwhiskyauctions
2023-02-01,165852.8,165.9,3242.75,882028.6,272,42269,Sotheby's Whisky Auction,sothebys-whisky-auction
2023-02-01,8300.0,10.0,246.35,147813.0,600,42269,Speyside Whisky Auctions,speyside-whisky-auctions
2023-02-01,23250.0,5.0,342.66,707941.64,2066,42269,The Grand Whisky Auction,thegrandwhiskyauction
2023-02-01,12000.0,16.0,216.86,367793.0,1696,42269,The Whisky Shop Auctions,the-whisky-shop-auctions
2023-02-01,22887.7,4.1,276.41,1504774.1,5444,42269,Unicorn Auctions,unicorn-auctions
2023-02-01,9600.0,5.0,270.58,321992.0,1190,42269,Whisky.Auction,whiskyauction
2023-02-01,8912.3,0.9,161.81,730885.1,4517,42269,WhiskyAuction.com,whiskyauctioncom
2023-02-01,60000.0,15.0,559.21,3414526.0,6106,42269,Whisky Auctioneer,whiskyauctioneer
2023-02-01,4550.0,5.0,305.0,73810.0,242,42269,Whisky Bull Auctions,whisky-bull-auctions
2023-02-01,41500.0,20.0,358.09,812155.0,2268,42269,Whisky Hammer,whisky-hammer
2023-02-01,15000.0,5.0,298.9,168580.0,564,42269,Whisky-Online Auctions,whisky-online-auctions
2023-02-01,3700.0,2.5,171.52,89192.5,477,2265,WVA Whisky Auctions,wva-whisky-auctions
2023-01-01,4854.7,5.8,250.37,217074.6,867,39994,Australian Whisky Auctions,australian-whisky-auctions
2023-01-01,15517.5,5.3,218.02,1212867.5,5563,39994,Catawiki Whisky Auction,catawiki
2023-01-01,2194.1,22.8,248.2,39712.6,160,39994,European Whisky Auctions,european-whisky-auctions
2023-01-01,8700.0,2.5,189.46,312610.62,1650,39994,Just Whisky Auctions,just-whisky
2023-01-01,2500.0,10.0,139.71,19560.0,140,39994,McTear's Whisky Auction,mctears
2023-01-01,8000.0,1.0,117.2,34574.0,295,39994,Prestige Whisky Auction,prestige-whisky-auction
2023-01-01,6200.0,15.0,170.65,152223.0,892,39994,Rum Auctioneer,rumauctioneer
2023-01-01,12000.0,6.0,249.33,156327.0,627,39994,Speyside Whisky Auctions,speyside-whisky-auctions
2023-01-01,56000.0,6.0,412.83,511904.28,1240,39994,The Grand Whisky Auction,thegrandwhiskyauction
2023-01-01,4000.0,17.0,215.46,178830.0,830,39994,The Whisky Shop Auctions,the-whisky-shop-auctions
2023-01-01,15423.7,4.0,262.83,2152048.9,8188,39994,Unicorn Auctions,unicorn-auctions
2023-01-01,4475.9,3.5,249.33,87265.6,350,39994,Whiskey Bidders,whiskey-bidders
2023-01-01,21000.0,2.0,139.81,450063.0,3219,39994,Whisky.Auction,whiskyauction
2023-01-01,11933.9,0.9,161.27,988575.6,6130,39994,WhiskyAuction.com,whiskyauctioncom
2023-01-01,85500.0,15.0,564.41,3221103.0,5707,39994,Whisky Auctioneer,whiskyauctioneer
2023-01-01,498.0,15.0,72.86,8233.4,113,39994,Whisky Auktion Berlin,whisky-auktion-berlin
2023-01-01,11000.0,5.0,527.34,81737.5,155,39994,Whisky Bull Auctions,whisky-bull-auctions
2023-01-01,46250.0,20.0,448.32,956270.0,2133,39994,Whisky Hammer,whisky-hammer
2023-01-01,20300.0,5.0,147.05,133963.5,911,39994,Whisky-Online Auctions,whisky-online-auctions
2023-01-01,29500.0,2.5,261.3,215310.0,824,39994,WVA Whisky Auctions,wva-whisky-auctions
2022-12-01,13000.0,140.0,1502.89,67630.0,45,54004,Bonhams Whisky Auction,bonhams
2022-12-01,14234.4,2.6,184.13,1087289.9,5905,54004,Catawiki Whisky Auction,catawiki
2022-12-01,4402.3,7.9,293.98,37335.4,127,54004,Celtic Whiskey Auction,celtic-whiskey-auction
2022-12-01,4257.1,17.2,289.55,50381.0,174,54004,European Whisky Auctions,european-whisky-auctions
2022-12-01,3300.0,0.0,124.68,81542.78,654,54004,Highland Whisky Auctions,highland-whisky-auctions
2022-12-01,8892.6,4.4,269.06,270675.1,1006,54004,Irish Whiskey Auctions,irish-whiskey-auctions
2022-12-01,4602.0,4.0,190.45,281860.65,1480,54004,Just Whisky Auctions,just-whisky
2022-12-01,4200.0,10.0,276.3,55260.0,200,54004,McTear's Whisky Auction,mctears
2022-12-01,3450.0,1.0,129.1,41570.5,322,54004,Prestige Whisky Auction,prestige-whisky-auction
2022-12-01,13000.0,15.0,262.6,368426.0,1403,54004,Rum Auctioneer,rumauctioneer
2022-12-01,7924.1,25.5,484.11,47442.3,98,54004,RumTrades Auction,rum-trades-auction
2022-12-01,200000.0,20.0,279.35,3910875.0,14000,54004,Scotch Whisky Auctions,scotchwhiskyauctions
2022-12-01,282467.6,120.0,3644.99,2967017.8,814,54004,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-12-01,24000.0,6.0,304.88,187804.0,616,54004,Speyside Whisky Auctions,speyside-whisky-auctions
2022-12-01,30250.0,5.0,314.23,661767.29,2106,54004,The Grand Whisky Auction,thegrandwhiskyauction
2022-12-01,4200.0,16.0,199.62,262299.0,1314,54004,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-12-01,25754.4,33.2,532.93,651245.6,1222,54004,Unicorn Auctions,unicorn-auctions
2022-12-01,37859.4,8.8,325.22,169116.1,520,54004,Whiskey Bidders,whiskey-bidders
2022-12-01,27500.0,5.0,242.16,435639.0,1799,54004,Whisky.Auction,whiskyauction
2022-12-01,15555.4,0.9,192.07,1307993.5,6810,54004,WhiskyAuction.com,whiskyauctioncom
2022-12-01,42000.0,15.0,450.96,4225087.0,9369,54004,Whisky Auctioneer,whiskyauctioneer
2022-12-01,639.2,13.2,80.25,9630.1,120,54004,Whisky Auktion Berlin,whisky-auktion-berlin
2022-12-01,13000.0,5.0,652.09,172803.94,265,54004,Whisky Bull Auctions,whisky-bull-auctions
2022-12-01,12500.0,20.0,513.9,1298122.5,2526,54004,Whisky Hammer,whisky-hammer
2022-12-01,7700.0,2.5,194.8,216030.0,1109,54004,WVA Whisky Auctions,wva-whisky-auctions
2022-11-01,3901.7,0.6,211.74,196920.0,930,55890,Australian Whisky Auctions,australian-whisky-auctions
2022-11-01,65139.0,206.3,3249.37,591385.6,182,55890,Bonhams Whisky Auction,bonhams
2022-11-01,5591.3,4.4,185.15,1115317.1,6024,55890,Catawiki Whisky Auction,catawiki
2022-11-01,2322.5,12.0,168.29,27432.0,163,55890,Celtic Whiskey Auction,celtic-whiskey-auction
2022-11-01,4645.1,14.6,328.77,48329.5,147,55890,European Whisky Auctions,european-whisky-auctions
2022-11-01,11250.0,1.0,114.35,96624.76,845,55890,Highland Whisky Auctions,highland-whisky-auctions
2022-11-01,6279.5,4.3,211.98,337477.8,1592,55890,Irish Whiskey Auctions,irish-whiskey-auctions
2022-11-01,24250.0,2.5,236.48,448135.89,1895,55890,Just Whisky Auctions,just-whisky
2022-11-01,9000.0,20.0,225.93,84045.0,372,55890,McTear's Whisky Auction,mctears
2022-11-01,15000.0,1.0,115.67,49392.5,427,55890,Prestige Whisky Auction,prestige-whisky-auction
2022-11-01,25000.0,15.0,334.04,381805.0,1143,55890,Rum Auctioneer,rumauctioneer
2022-11-01,19354.5,7.7,729.19,59064.2,81,55890,RumTrades Auction,rum-trades-auction
2022-11-01,80000.0,20.0,299.89,2413800.0,8049,55890,Scotch Whisky Auctions,scotchwhiskyauctions
2022-11-01,95000.0,95000.0,95000.0,95000.0,1,55890,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-11-01,4800.0,6.0,219.72,210929.0,960,55890,Speyside Whisky Auctions,speyside-whisky-auctions
2022-11-01,15000.0,1.0,284.97,897646.52,3150,55890,The Grand Whisky Auction,thegrandwhiskyauction
2022-11-01,4800.0,16.0,223.71,462186.0,2066,55890,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-11-01,11610.9,4.1,239.65,1152244.7,4808,55890,Unicorn Auctions,unicorn-auctions
2022-11-01,4949.3,46.4,415.36,237172.0,571,55890,Waddington's Whisky Auction,waddingtons-whisky-auction
2022-11-01,4301.0,3.4,222.19,104430.6,470,55890,Whiskey Bidders,whiskey-bidders
2022-11-01,12000.0,5.0,282.39,296514.0,1050,55890,Whisky.Auction,whiskyauction
2022-11-01,7398.0,0.9,173.86,1066790.9,6136,55890,WhiskyAuction.com,whiskyauctioncom
2022-11-01,26000.0,15.0,422.69,4094596.0,9687,55890,Whisky Auctioneer,whiskyauctioneer
2022-11-01,544.5,12.0,108.14,12544.6,116,55890,Whisky Auktion Berlin,whisky-auktion-berlin
2022-11-01,14900.0,5.0,421.36,99440.0,236,55890,Whisky Bull Auctions,whisky-bull-auctions
2022-11-01,22000.0,20.0,352.01,1362280.0,3870,55890,Whisky Hammer,whisky-hammer
2022-11-01,18100.0,5.0,214.59,197204.0,919,55890,Whisky-Online Auctions,whisky-online-auctions
2022-10-01,4379.7,11.2,287.59,139483.2,485,49789,Australian Whisky Auctions,australian-whisky-auctions
2022-10-01,7978.3,2.6,186.43,1092109.0,5858,49789,Catawiki Whisky Auction,catawiki
2022-10-01,4483.1,7.8,334.03,44760.2,134,49789,Celtic Whiskey Auction,celtic-whiskey-auction
2022-10-01,3965.9,17.2,264.85,41051.7,155,49789,European Whisky Auctions,european-whisky-auctions
2022-10-01,9600.0,0.0,229.22,130425.94,569,49789,Highland Whisky Auctions,highland-whisky-auctions
2022-10-01,20043.7,8.7,204.45,301157.3,1473,49789,Irish Whiskey Auctions,irish-whiskey-auctions
2022-10-01,13250.0,2.5,245.0,287630.5,1174,49789,Just Whisky Auctions,just-whisky
2022-10-01,3250.0,1.0,124.1,50135.0,404,49789,Prestige Whisky Auction,prestige-whisky-auction
2022-10-01,9100.0,15.0,277.82,416458.0,1499,49789,Rum Auctioneer,rumauctioneer
2022-10-01,3534.8,16.4,340.47,44601.5,131,49789,RumTrades Auction,rum-trades-auction
2022-10-01,750000.0,165.4,7917.8,2644544.7,334,49789,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-10-01,11500.0,6.0,428.13,247457.0,578,49789,Speyside Whisky Auctions,speyside-whisky-auctions
2022-10-01,60250.0,5.0,357.6,1854167.53,5185,49789,The Grand Whisky Auction,thegrandwhiskyauction
2022-10-01,4600.0,16.0,223.89,413969.0,1849,49789,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-10-01,43285.4,4.3,296.18,1291036.6,4359,49789,Unicorn Auctions,unicorn-auctions
2022-10-01,21500.0,2.0,135.78,486514.0,3583,49789,Whisky.Auction,whiskyauction
2022-10-01,21335.7,0.9,193.6,1231470.9,6361,49789,WhiskyAuction.com,whiskyauctioncom
2022-10-01,70000.0,15.0,422.28,4405667.0,10433,49789,Whisky Auctioneer,whiskyauctioneer
2022-10-01,562.1,0.9,70.02,11133.6,159,49789,Whisky Auktion Berlin,whisky-auktion-berlin
2022-10-01,4650.0,5.0,211.63,77879.54,368,49789,Whisky Bull Auctions,whisky-bull-auctions
2022-10-01,57500.0,20.0,498.88,1449247.5,2905,49789,Whisky Hammer,whisky-hammer
2022-10-01,13600.0,5.0,303.36,248450.5,819,49789,Whisky-Online Auctions,whisky-online-auctions
2022-10-01,10500.0,2.5,257.06,250375.0,974,49789,WVA Whisky Auctions,wva-whisky-auctions
2022-09-01,12392.4,10.0,351.64,136786.4,389,55859,Australian Whisky Auctions,australian-whisky-auctions
2022-09-01,22000.0,5.0,1667.05,256725.0,154,55859,Bonhams Whisky Auction,bonhams
2022-09-01,4774.0,6.9,197.89,828783.0,4188,55859,Catawiki Whisky Auction,catawiki
2022-09-01,8402.3,26.8,445.74,45465.1,102,55859,Celtic Whiskey Auction,celtic-whiskey-auction
2022-09-01,1406.0,14.8,302.34,45351.4,150,55859,European Whisky Auctions,european-whisky-auctions
2022-09-01,10500.0,4.0,194.57,72767.95,374,55859,Highland Whisky Auctions,highland-whisky-auctions
2022-09-01,6921.4,8.7,211.1,268306.3,1271,55859,Irish Whiskey Auctions,irish-whiskey-auctions
2022-09-01,8600.0,2.5,274.93,244965.29,891,55859,Just Whisky Auctions,just-whisky
2022-09-01,24000.0,10.0,406.83,106590.0,262,55859,McTear's Whisky Auction,mctears
2022-09-01,6500.0,1.0,143.38,29824.0,208,55859,Prestige Whisky Auction,prestige-whisky-auction
2022-09-01,40000.0,15.0,310.97,294485.0,947,55859,Rum Auctioneer,rumauctioneer
2022-09-01,2950.6,24.1,344.1,28560.5,83,55859,RumTrades Auction,rum-trades-auction
2022-09-01,78000.0,20.0,294.76,4357070.0,14782,55859,Scotch Whisky Auctions,scotchwhiskyauctions
2022-09-01,480000.0,186.1,5808.27,2375581.4,409,55859,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-09-01,20000.0,6.0,478.82,285378.0,596,55859,Speyside Whisky Auctions,speyside-whisky-auctions
2022-09-01,60000.0,5.0,465.44,802424.47,1724,55859,The Grand Whisky Auction,thegrandwhiskyauction
2022-09-01,7400.0,16.0,223.99,338225.0,1510,55859,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-09-01,12377.4,4.7,272.63,867498.7,3182,55859,Unicorn Auctions,unicorn-auctions
2022-09-01,6446.5,54.3,342.02,98501.8,288,55859,Waddington's Whisky Auction,waddingtons-whisky-auction
2022-09-01,2502.8,3.6,223.32,77716.1,348,55859,Whiskey Bidders,whiskey-bidders
2022-09-01,11600.0,5.0,319.86,464754.0,1453,55859,Whisky.Auction,whiskyauction
2022-09-01,12545.1,0.9,182.75,1436790.2,7862,55859,WhiskyAuction.com,whiskyauctioncom
2022-09-01,78500.0,15.0,456.99,4217526.0,9229,55859,Whisky Auctioneer,whiskyauctioneer
2022-09-01,23550.0,5.0,321.78,115198.0,358,55859,Whisky Bull Auctions,whisky-bull-auctions
2022-09-01,20100.0,20.0,474.64,1124417.5,2369,55859,Whisky Hammer,whisky-hammer
2022-09-01,8100.0,5.0,336.58,296186.5,880,55859,Whisky-Online Auctions,whisky-online-auctions
2022-09-01,15500.0,2.5,219.16,405452.5,1850,55859,WVA Whisky Auctions,wva-whisky-auctions
2022-08-01,5276.1,11.7,279.31,136864.3,490,43777,Australian Whisky Auctions,australian-whisky-auctions
2022-08-01,7360.7,136.7,1975.76,187697.4,95,43777,Bonhams Whisky Auction,bonhams
2022-08-01,4468.7,7.6,195.02,712988.6,3656,43777,Catawiki Whisky Auction,catawiki
2022-08-01,5175.1,16.1,303.14,39105.6,129,43777,Celtic Whiskey Auction,celtic-whiskey-auction
2022-08-01,7000.0,4.0,152.09,66921.5,440,43777,Highland Whisky Auctions,highland-whisky-auctions
2022-08-01,15050.0,2.5,282.4,340007.39,1204,43777,Just Whisky Auctions,just-whisky
2022-08-01,3300.0,10.0,254.39,73265.0,288,43777,McTear's Whisky Auction,mctears
2022-08-01,2025.0,1.0,92.64,23808.0,257,43777,Prestige Whisky Auction,prestige-whisky-auction
2022-08-01,9500.0,15.0,312.18,252244.0,808,43777,Rum Auctioneer,rumauctioneer
2022-08-01,4665.3,29.7,768.02,67585.4,88,43777,RumTrades Auction,rum-trades-auction
2022-08-01,52000.0,20.0,325.44,2330185.0,7160,43777,Scotch Whisky Auctions,scotchwhiskyauctions
2022-08-01,14400.0,6.0,355.01,276196.0,778,43777,Speyside Whisky Auctions,speyside-whisky-auctions
2022-08-01,18750.0,3.0,420.86,745334.21,1771,43777,The Grand Whisky Auction,thegrandwhiskyauction
2022-08-01,4800.0,16.0,232.64,388974.0,1672,43777,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-08-01,12848.7,4.3,311.19,1668574.5,5362,43777,Unicorn Auctions,unicorn-auctions
2022-08-01,4029.1,8.5,287.67,104425.6,363,43777,Whiskey Bidders,whiskey-bidders
2022-08-01,12000.0,5.0,312.27,388154.0,1243,43777,Whisky.Auction,whiskyauction
2022-08-01,8046.3,0.8,176.54,993575.1,5628,43777,WhiskyAuction.com,whiskyauctioncom
2022-08-01,40500.0,15.0,509.62,4322053.0,8481,43777,Whisky Auctioneer,whiskyauctioneer
2022-08-01,10000.0,5.0,240.03,86650.0,361,43777,Whisky Bull Auctions,whisky-bull-auctions
2022-08-01,36000.0,20.0,372.39,1060937.5,2849,43777,Whisky Hammer,whisky-hammer
2022-08-01,7000.0,3.0,322.25,210751.5,654,43777,Whisky-Online Auctions,whisky-online-auctions
2022-07-01,7764.4,2.3,280.71,248424.9,885,44791,Australian Whisky Auctions,australian-whisky-auctions
2022-07-01,10769.4,2.5,190.26,797960.0,4194,44791,Catawiki Whisky Auction,catawiki
2022-07-01,7933.7,22.7,387.73,56220.5,145,44791,Celtic Whiskey Auction,celtic-whiskey-auction
2022-07-01,2896.4,0.0,246.36,33998.2,138,44791,European Whisky Auctions,european-whisky-auctions
2022-07-01,1900.0,4.5,98.0,39398.0,402,44791,Highland Whisky Auctions,highland-whisky-auctions
2022-07-01,11501.8,4.2,207.34,207136.3,999,44791,Irish Whiskey Auctions,irish-whiskey-auctions
2022-07-01,5700.0,2.5,289.21,306277.14,1059,44791,Just Whisky Auctions,just-whisky
2022-07-01,4800.0,15.0,414.56,88715.0,214,44791,McTear's Whisky Auction,mctears
2022-07-01,3200.0,1.0,161.29,43225.5,268,44791,Prestige Whisky Auction,prestige-whisky-auction
2022-07-01,6700.0,15.0,248.31,304179.0,1225,44791,Rum Auctioneer,rumauctioneer
2022-07-01,3778.0,26.0,453.63,30393.0,67,44791,RumTrades Auction,rum-trades-auction
2022-07-01,72000.0,20.0,331.69,2518220.0,7592,44791,Scotch Whisky Auctions,scotchwhiskyauctions
2022-07-01,376880.0,41.1,4365.0,2736856.5,627,44791,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-07-01,12100.0,6.0,347.24,261818.0,754,44791,Speyside Whisky Auctions,speyside-whisky-auctions
2022-07-01,34750.0,8.0,456.52,1130808.89,2477,44791,The Grand Whisky Auction,thegrandwhiskyauction
2022-07-01,10000.0,16.0,228.69,378253.0,1654,44791,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-07-01,6573.9,32.9,458.93,122534.3,267,44791,Unicorn Auctions,unicorn-auctions
2022-07-01,3819.9,8.4,231.27,83487.1,361,44791,Whiskey Bidders,whiskey-bidders
2022-07-01,18000.0,2.0,157.67,417656.0,2649,44791,Whisky.Auction,whiskyauction
2022-07-01,15077.2,0.9,190.53,1099577.4,5771,44791,WhiskyAuction.com,whiskyauctioncom
2022-07-01,32000.0,15.0,457.66,4274049.0,9339,44791,Whisky Auctioneer,whiskyauctioneer
2022-07-01,33950.0,5.0,320.6,82714.94,258,44791,Whisky Bull Auctions,whisky-bull-auctions
2022-07-01,140500.0,20.0,681.85,1341887.5,1968,44791,Whisky Hammer,whisky-hammer
2022-07-01,76000.0,2.5,366.1,541097.5,1478,44791,WVA Whisky Auctions,wva-whisky-auctions
2022-06-01,5639.4,22.6,287.48,122464.6,426,43890,Australian Whisky Auctions,australian-whisky-auctions
2022-06-01,65000.0,130.0,2208.1,324590.0,147,43890,Bonhams Whisky Auction,bonhams
2022-06-01,6080.4,2.6,187.23,802829.7,4288,43890,Catawiki Whisky Auction,catawiki
2022-06-01,1594.6,18.1,199.39,17346.6,87,43890,Celtic Whiskey Auction,celtic-whiskey-auction
2022-06-01,1832.3,14.7,233.22,35915.6,154,43890,European Whisky Auctions,european-whisky-auctions
2022-06-01,9400.0,4.5,147.42,57200.5,388,43890,Highland Whisky Auctions,highland-whisky-auctions
2022-06-01,16721.5,4.3,243.3,281012.4,1155,43890,Irish Whiskey Auctions,irish-whiskey-auctions
2022-06-01,17250.0,2.5,286.19,346864.85,1212,43890,Just Whisky Auctions,just-whisky
2022-06-01,2750.0,1.0,76.74,23175.0,302,43890,Prestige Whisky Auction,prestige-whisky-auction
2022-06-01,6250.0,15.0,226.85,258382.0,1139,43890,Rum Auctioneer,rumauctioneer
2022-06-01,8102.2,14.7,359.16,34479.3,96,43890,RumTrades Auction,rum-trades-auction
2022-06-01,60000.0,20.0,303.65,2725870.0,8977,43890,Scotch Whisky Auctions,scotchwhiskyauctions
2022-06-01,700000.0,750.0,34953.09,2761293.8,79,43890,Sotheby's Whisky Auction,sothebys-whisky-auction
2022-06-01,8500.0,6.0,306.79,192971.0,629,43890,Speyside Whisky Auctions,speyside-whisky-auctions
2022-06-01,12500.0,6.0,320.67,746200.08,2327,43890,The Grand Whisky Auction,thegrandwhiskyauction
2022-06-01,12500.0,16.0,214.02,378819.0,1770,43890,The Whisky Shop Auctions,the-whisky-shop-auctions
2022-06-01,14421.0,4.1,280.38,708811.1,2528,43890,Unicorn Auctions,unicorn-auctions
2022-06-01,5344.0,17.2,333.68,81085.1,243,43890,Whiskey Bidders,whiskey-bidders
2022-06-01,24500.0,5.0,326.0,329582.0,1011,43890,Whisky.Auction,whiskyauction
2022-06-01,23130.0,0.9,248.04,1345139.1,5423,43890,WhiskyAuction.com,whiskyauctioncom
2022-06-01,40500.0,15.0,429.61,3815803.0,8882,43890,Whisky Auctioneer,whiskyauctioneer
2022-06-01,12000.0,5.0,483.09,100482.4,208,43890,Whisky Bull Auctions,whisky-bull-auctions
2022-06-01,45250.0,20.0,604.7,1008637.5,1668,43890,Whisky Hammer,whisky-hammer
2022-06-01,17500.0,4.0,342.87,257495.5,751,43890,Whisky-Online Auctions,whisky-online-auctions
2022-06-01,420.0,2.5,13.73,7990.0,582,582,WVA Whisky Auctions,wva-whisky-auctions
2022-05-01,4711.0,9.0,277.79,161121.0,580,45766,Australian Whisky Auctions,australian-whisky-auctions
2022-05-01,394785.8,171.0,4992.81,2800964.4,561,45766,Bonhams Whisky Auction,bonhams
2022-05-01,19308.0,1.0,195.52,1003218.2,5131,45766,Catawiki Whisky Auction,catawiki
2022-05-01,3953.2,9.4,334.08,45768.3,137,45766,Celtic Whiskey Auction,celtic-whiskey-auction
2022-05-01,1870.3,31.5,290.52,39800.6,137,45766,European Whisky Auctions,european-whisky-auctions
2022-05-01,6800.0,4.5,159.94,48461.5,303,45766,Highland Whisky Auctions,highland-whisky-auctions
2022-05-01,5120.7,4.3,199.46,231377.8,1160,45766,Irish Whiskey Auctions,irish-whiskey-auctions
2022-05-01,16500.0,5.0,266.07,324599.51,1220,45766,Just Whisky Auctions,just-whisky
2022-05-01,6000.0,15.0,264.36,90675.0,343,45766,McTear's Whisky Auction,mctears
2022-05-01,7000.0,1.0,121.73,23980.0,197,45766,Prestige Whisky Auction,prestige-whisky-auction
2022-05-01,9200.0,15.0,276.2,366520.0,1327,45766,Rum Auctioneer,rumauctioneer
2022-05-01,7481.4,12.8,452.91,48461.5,107,45766,RumTrades Auction,rum-trades-auction
